Start Date;End Date;Response Type;IP Address;Progress;Duration (in seconds);Finished;Recorded Date;Response ID;Recipient Last Name;Recipient First Name;Recipient Email;External Data Reference;Location Latitude;Location Longitude;Distribution Channel;User Language;Q_RecaptchaScore;If you consent to participate in the study, please enter your Worker ID:;Q11 - How would you rate your current energy level?;Q11 - How would you rate your current mood?;How interested would you be in receiving the text message you just saw? Choose a rating from 1 (not at all interested) to 7 (extremely interested).;Do you have any feedback on this text? What works well, what could be improved?;Gender identity: how do you describe yourself? - Selected Choice;Gender identity: how do you describe yourself? - Prefer to self-describe gender (describe below) - Text;Assigned sex at birth: What sex were you assigned at birth, on your original birth certificate?;What is your race?;What is your age?;Please let us know if you faced any problems while going through this survey.;arm
22/09/21 10:09;22/09/21 10:11;IP Address;185.191.228.163;100;105;True;22/09/21 10:11;R_1l9kXteCfvIzhaA;;;;;418.777.008.056.640.000;-87.637.603.759.765.600;anonymous;EN;0.89999997615814208984375;A65N7P7LMZ4GE;High;High;5;Energytic.;Male;;Male;White;30;No;6
22/09/21 10:10;22/09/21 10:12;IP Address;47.221.103.148;100;96;True;22/09/21 10:12;R_21tiCLQ6d50cxd7;;;;;301.212.005.615.234.000;-9.526.779.937.744.140.000;anonymous;EN;0.800000011920928955078125;A3N7Y96326HYS8;High;High;6;good;Male;;Female;White;45;none;5
22/09/21 10:11;22/09/21 10:13;IP Address;170.39.185.245;100;106;True;22/09/21 10:13;R_3mlsdV1CQWRKd4k;;;;;3.901.800.537.109.370;-7.753.900.146.484.370;anonymous;EN;0.89999997615814208984375;AQXZUVF2QWLYS;High;High;6;Doing more positive activities can make you feel better.;Male;;Male;White;30;None;5
22/09/21 10:12;22/09/21 10:14;IP Address;172.250.114.178;100;103;True;22/09/21 10:14;R_sAPMSElPC2LrtBL;;;;;33.979.400.634.765.600;-1.180.608.978.271.480.000;anonymous;EN;1;AQRKP48O0WKBW;High;High;1;it seems like a bland message ;Male;;Male;American Indian or Alaska Native;28;;6
22/09/21 10:13;22/09/21 10:14;IP Address;185.191.228.163;100;50;True;22/09/21 10:14;R_3nwk5sVtDAgOe84;;;;;418.777.008.056.640.000;-87.637.603.759.765.600;anonymous;EN;0.89999997615814208984375;A65N7P7LMZ4GE;High;High;6;Doing more positive activities can make you feel better;Male;;Male;White;30;None;5
22/09/21 09:54;22/09/21 10:14;IP Address;174.81.152.64;100;1205;True;22/09/21 10:14;R_x33qymIXBgrddtL;;;;;3.254.840.087.890.620;-8.546.820.068.359.370;anonymous;EN;0.89999997615814208984375;A1688C8839VYZZ;High;High;6;this text is good. it will come quickly. it's comfortable.;Male;;Male;African American;30;I didn't face any problem.;5
22/09/21 10:12;22/09/21 10:15;IP Address;73.130.10.108;100;179;True;22/09/21 10:15;R_1ooNhRMsvQksHra;;;;;402.743.988.037.109.000;-7.670.619.964.599.600.000;anonymous;EN;1;A110KENBXU7SUJ;High;High;2;It's not all that convincing and doesn't motivate me;Male;;Male;White;49;;6
22/09/21 10:07;22/09/21 10:15;IP Address;173.172.2.158;100;527;True;22/09/21 10:16;R_2P1XGLl474Y8b8t;;;;;331.371.002.197.265.000;-9.674.880.218.505.850.000;anonymous;EN;0.89999997615814208984375;A5RJAARS7IUFY;High;High;7;None almost very and like me.;Male;;Male;White;32;None very clear and like me.;5
22/09/21 10:14;22/09/21 10:17;IP Address;63.75.240.186;100;185;True;22/09/21 10:17;R_1gc1UAgAKUsmeAT;;;;;37.751.007.080.078.100;-9.782.199.859.619.140.000;anonymous;EN;0.800000011920928955078125;A1YRBQ8QV2A43M;High;High;4;good;Male;;Male;White;52;no;5
22/09/21 10:15;22/09/21 10:17;IP Address;73.7.188.71;100;165;True;22/09/21 10:17;R_2cbZP2L0C5u7zCR;;;;;339.329.986.572.265.000;-8.460.399.627.685.540.000;anonymous;EN;1;A2MW5S0XS0D5MN;High;High;2;It seems forceful;Female;;Female;African American;32;;6
22/09/21 10:16;22/09/21 10:18;IP Address;94.140.11.210;100;117;True;22/09/21 10:18;R_2tyTNuEccdpkf4y;;;;;257.689.056.396.484.000;-8.019.460.296.630.850.000;anonymous;EN;1;A1OZNS7TRQJRGT;High;High;5;no tanto;Male;;Male;White;27;;6
22/09/21 10:15;22/09/21 10:18;IP Address;172.98.188.22;100;218;True;22/09/21 10:18;R_3O3yGNEwjRhcbsR;;;;;373.650.970.458.984.000;-122.038.299.560.546.000;anonymous;EN;0.89999997615814208984375;A1Z7REQ4QXLKZI;High;High;6;good;Female;;Female;White;37;no;5
22/09/21 10:17;22/09/21 10:19;IP Address;185.191.228.167;100;129;True;22/09/21 10:19;R_20SWEYTo1YX3bvk;;;;;418.777.008.056.640.000;-87.637.603.759.765.600;anonymous;EN;1;A2TAIEZVVTMZ7I;High;High;6;no;Male;;Male;White;28;na;6
22/09/21 10:18;22/09/21 10:20;IP Address;73.0.232.150;100;76;True;22/09/21 10:20;R_6rIvUamJEtJHweR;;;;;2.599.200.439.453.120;-8.027.020.263.671.870;anonymous;EN;0.800000011920928955078125;A1LM8TKIGOA6BQ;High;High;5;good;Male;;Male;White;45;none;5
22/09/21 10:22;22/09/21 10:24;IP Address;71.71.48.245;100;101;True;22/09/21 10:24;R_2v6t8isZZKUBdBR;;;;;358.220.062.255.859.000;-8.026.149.749.755.850.000;anonymous;EN;0.89999997615814208984375;AR8O1107OAW4V;High;High;5;;Male;;Male;White;40;;6
22/09/21 10:11;22/09/21 10:12;IP Address;194.49.79.194;100;43;True;22/09/21 10:27;R_26kVm2Yf6QX9VHu;;;;;3.901.800.537.109.370;-7.753.900.146.484.370;anonymous;EN;1;A2F5DF3UGPZV9G;High;High;7;None;Male;;Male;White;28;;6
22/09/21 10:10;22/09/21 10:27;IP Address;75.130.215.221;100;1044;True;22/09/21 10:27;R_1FQxj09vc7UAa8H;;;;;388.025.054.931.640.000;-903.448.028.564.453.000;anonymous;EN;0.800000011920928955078125;A3TSRL11VR0B1J;High;High;6;Good;Female;;Female;White;42;good;5
22/09/21 10:27;22/09/21 10:28;IP Address;66.91.211.85;100;79;True;22/09/21 10:28;R_1itBQP6UY6jhB8y;;;;;212.816.925.048.828.000;-1.578.249.969.482.420.000;anonymous;EN;1;AV22FQTJNBUZT;High;High;5;No. It's simple and easy to read.;Female;;Female;White;41;;6
22/09/21 10:31;22/09/21 10:32;IP Address;208.203.212.108;100;74;True;22/09/21 10:32;R_25yWUAPLfcIgDhC;;;;;3.917.529.296.875;-7.719.460.296.630.850.000;anonymous;EN;1;A2YY4FR0IQVCCQ;High;High;7;good;Female;;Female;White;40;good;5
22/09/21 10:20;22/09/21 10:40;IP Address;174.255.6.99;100;1195;True;22/09/21 10:40;R_3BD5wh3WZUGMY8N;;;;;449.833.984.375;-9.326.219.940.185.540.000;anonymous;EN;1;A2Y87M8V0N1M6P;High;High;5;It is simple and straightforward, not improvement needed.;Female;;Female;White;30;;6
22/09/21 10:39;22/09/21 10:43;IP Address;8.46.123.67;100;270;True;22/09/21 10:43;R_1Ow5IAPgycoCcCb;;;;;407.487.945.556.640.000;-739.882.965.087.890.000;anonymous;EN;0.89999997615814208984375;A2SBZCFAVT83GN;High;High;5;No I do not have ;Male;;Male;White;40;;5
22/09/21 10:39;22/09/21 10:46;IP Address;12.205.151.223;100;376;True;22/09/21 10:46;R_2xJXA8DQJMsM0cS;;;;;377.808.990.478.515.000;-12.242.449.951.171.800;anonymous;EN;;A3HCWJBU0TWIY3;High;High;7;Text to be positive ,feeling good, its works well;Female;;Female;White;65;;5
22/09/21 10:49;22/09/21 10:51;IP Address;75.86.179.173;100;105;True;22/09/21 10:51;R_1H6OPh4Q5l883PL;;;;;430.818.023.681.640.000;-87.891.998.291.015.600;anonymous;EN;0.89999997615814208984375;AMXCTJO4953C0;High;High;7;;Male;;Male;African American;30;AMXCTJO4953C0;5
22/09/21 10:52;22/09/21 10:55;IP Address;196.17.66.149;100;158;True;22/09/21 10:55;R_9EK0iSDNOKG7brj;;;;;340.543.975.830.078.000;-1.182.440.948.486.320.000;anonymous;EN;;A24IMK09XGSC9O;High;High;7;it gives relief and stress free;Male;;Male;White;31;;6
22/09/21 10:56;22/09/21 10:58;IP Address;106.220.253.80;100;130;True;22/09/21 10:58;R_1mlv3SUr0UXI3aR;;;;;107.848.968.505.859.000;78.672.088.623.046.800;anonymous;EN;0.800000011920928955078125;A2GRJVN7B5YR96;High;High;5;my work is manager posting so i always improved my work based kwonledge.;Male;;Male;Asian;29;interesting survey;5
22/09/21 10:56;22/09/21 11:02;IP Address;179.174.33.141;100;344;True;22/09/21 11:02;R_bwkzqS7eYUZ5I4x;;;;;-236.282.958.984.375;-46.640.899.658.203.100;anonymous;EN;1;A1K8D80OVV7EX7;High;High;5;not a big impact on mood by doing this;Male;;Male;White;39;;6
22/09/21 10:45;22/09/21 11:09;IP Address;122.173.255.207;100;1462;True;22/09/21 11:09;R_24GjVKinMT3whPn;;;;;1.289.959.716.796.870;8.022.088.623.046.870;anonymous;EN;1;A1JCQ3A0NNNIF5;High;High;5;good;Male;;Male;Asian;33;nice work;6
22/09/21 10:50;22/09/21 11:09;IP Address;157.49.219.251;100;1189;True;22/09/21 11:09;R_3gTv15O6GqYM9gq;;;;;1.289.959.716.796.870;8.022.088.623.046.870;anonymous;EN;0.89999997615814208984375;ATBBPV37O4K6N;High;High;5;my job is manager i managed all worker.so i developed work base knowledge.;Female;;Male;Asian;37;one of the greatest survey;5
22/09/21 11:14;22/09/21 11:23;IP Address;54.215.236.43;100;513;True;22/09/21 11:23;R_30kLeNrZP4FJs7g;;;;;3.733.880.615.234.370;-1.218.916.015.625;anonymous;EN;1;A3VS1V03X312AU;High;High;6;Very Interesting. It works well, No need to upgrade anything.;Female;;Female;White;60;NO;6
22/09/21 11:25;22/09/21 11:30;IP Address;173.28.223.182;100;275;True;22/09/21 11:30;R_yVFYwyJUtbyxCZr;;;;;416.343.994.140.625;-91.505.401.611.328.100;anonymous;EN;1;A2AZYU1CT24O0K;High;High;2;The text mostly makes me feel frustrated as obviously I would do those things if it were an option.;Male;;Male;White;42;;5
22/09/21 11:45;22/09/21 11:48;IP Address;45.228.98.137;100;160;True;22/09/21 11:48;R_3J8HmKiMtptgVhs;;;;;-2.282.220.458.984.370;-434.311.981.201.171.000;anonymous;EN;1;A34O453D7VWWUK;High;High;5;;Female;;Female;African American;25;The survey should have a few more questions.;5
